工作表,怪物ID,Excel行,物品名,B物品ID,C奖励类型,D金币金额,E公式或原数字,E表示类型,数值候选或公式精确分数,F显示来源,G历史构成,H原槽字段
祖玛弓箭手,150,35,骷髅戒指,207,物品,,'=1/60,exact_formula,1/60,'=E35,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m150.slot_037
祖玛弓箭手,150,36,魔力手镯,186,物品,,'=1/60,exact_formula,1/60,'=E36,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m150.slot_048
祖玛弓箭手,150,37,黑檀手镯,184,物品,,'=1/60,exact_formula,1/60,'=E37,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m150.slot_026
祖玛弓箭手,150,38,黑色水晶戒指,203,物品,,'=1/60,exact_formula,1/60,'=E38,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m150.slot_028
祖玛弓箭手,150,39,灵魂战衣(男),127,物品,,'=1/60,exact_formula,1/60,'=E39,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m150.slot_016
祖玛弓箭手,150,41,蓝翡翠项链,165,物品,,'=1/60,exact_formula,1/60,'=E41,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m150.slot_021
祖玛弓箭手,150,42,道德戒指,209,物品,,'=1/60,exact_formula,1/60,'=E42,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m150.slot_023
祖玛弓箭手,150,43,重盔甲(男),122,物品,,'=1/60,exact_formula,1/60,'=E43,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m150.slot_014
祖玛弓箭手,150,45,金戒指,206,物品,,'=1/60,exact_formula,1/60,'=E45,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m150.slot_020
祖玛弓箭手,150,46,金手镯,188,物品,,'=1/60,exact_formula,1/60,'=E46,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m150.slot_022
祖玛弓箭手,150,47,魅力戒指,208,物品,,'=1/60,exact_formula,1/60,'=E47,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m150.slot_024
祖玛弓箭手,150,48,魔法长袍(男),124,物品,,'=1/60,exact_formula,1/60,'=E48,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m150.slot_018
祖玛弓箭手,150,50,凝霜,98,物品,,'=1/60,exact_formula,1/60,'=E50,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m150.slot_008
祖玛弓箭手,150,51,放大镜,166,物品,,'=1/60,exact_formula,1/60,'=E51,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m150.slot_005
祖玛弓箭手,150,52,竹笛,167,物品,,'=1/60,exact_formula,1/60,'=E52,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m150.slot_006
祖玛弓箭手,150,53,道士头盔,149,物品,,'=1/60,exact_formula,1/60,'=E53,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m150.slot_007
祖玛弓箭手,150,54,修罗,97,物品,,'=1/60,exact_formula,1/60,'=E54,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m150.slot_013
祖玛弓箭手,150,55,死神手套,187,物品,,'=1/60,exact_formula,1/60,'=E55,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m150.slot_012
祖玛弓箭手,150,56,骷髅头盔,150,物品,,'=1/60,exact_formula,1/60,'=E56,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m150.slot_011
祖玛弓箭手,150,57,珊瑚戒指,210,物品,,'=1/60,exact_formula,1/60,'=E57,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m150.slot_009
祖玛弓箭手,150,58,降妖除魔戒指,211,物品,,'=1/60,exact_formula,1/60,'=E58,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m150.slot_010
祖玛雕像,153,6,金币,,金币,2250,'=1/3,exact_formula,1/3,'=E6,SPB:BYPASS_GOLD,dpv2.direct.m153.slot_001
祖玛雕像,153,7,超级金创药,920017,物品,,'=1/10,exact_formula,1/10,'=E7,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m153.slot_003
祖玛雕像,153,8,太阳水 ×3,920014,物品,,'=1/20,exact_formula,1/20,'=E8,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m153.slot_005 等3个独立槽
祖玛雕像,153,9,超级魔法药,920042,物品,,'=1/20,exact_formula,1/20,'=E9,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m153.slot_004
祖玛雕像,153,10,偃月,95,物品,,'=1/60,exact_formula,1/60,'=E10,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_038
祖玛雕像,153,11,八荒,89,物品,,'=1/60,exact_formula,1/60,'=E11,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_044
祖玛雕像,153,12,凌风,92,物品,,'=1/60,exact_formula,1/60,'=E12,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_047
祖玛雕像,153,13,凤凰明珠,163,物品,,'=1/60,exact_formula,1/60,'=E13,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_051
祖玛雕像,153,14,半月,91,物品,,'=1/60,exact_formula,1/60,'=E14,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_045
祖玛雕像,153,15,坚固手套,182,物品,,'=1/60,exact_formula,1/60,'=E15,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_052
祖玛雕像,153,16,小手镯,175,物品,,'=1/60,exact_formula,1/60,'=E16,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_043
祖玛雕像,153,17,斩马刀,94,物品,,'=1/60,exact_formula,1/60,'=E17,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_037
祖玛雕像,153,18,海魂,90,物品,,'=1/60,exact_formula,1/60,'=E18,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_046
祖玛雕像,153,19,灯笼项链,164,物品,,'=1/60,exact_formula,1/60,'=E19,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_054
祖玛雕像,153,20,珍珠戒指,205,物品,,'=1/60,exact_formula,1/60,'=E20,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_035
祖玛雕像,153,21,琥珀项链,162,物品,,'=1/60,exact_formula,1/60,'=E21,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_050
祖玛雕像,153,22,生铁戒指,201,物品,,'=1/60,exact_formula,1/60,'=E22,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_039
祖玛雕像,153,23,白色虎齿项链,159,物品,,'=1/60,exact_formula,1/60,'=E23,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_040
祖玛雕像,153,24,白金项链,155,物品,,'=1/60,exact_formula,1/60,'=E24,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_041
祖玛雕像,153,25,破魂,93,物品,,'=1/60,exact_formula,1/60,'=E25,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_036
祖玛雕像,153,26,蓝色水晶戒指,202,物品,,'=1/60,exact_formula,1/60,'=E26,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_048
祖玛雕像,153,27,蛇眼戒指,204,物品,,'=1/60,exact_formula,1/60,'=E27,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_034
祖玛雕像,153,28,道士手镯,185,物品,,'=1/60,exact_formula,1/60,'=E28,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_030
祖玛雕像,153,29,降魔,96,物品,,'=1/60,exact_formula,1/60,'=E29,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_032
祖玛雕像,153,30,骷髅戒指,207,物品,,'=1/60,exact_formula,1/60,'=E30,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_042
祖玛雕像,153,31,魔力手镯,186,物品,,'=1/60,exact_formula,1/60,'=E31,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_053
祖玛雕像,153,32,魔法手镯,183,物品,,'=1/60,exact_formula,1/60,'=E32,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.v505_0051
祖玛雕像,153,33,魔鬼项链,161,物品,,'=1/60,exact_formula,1/60,'=E33,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_049
祖玛雕像,153,34,黑檀手镯,184,物品,,'=1/60,exact_formula,1/60,'=E34,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_031
祖玛雕像,153,35,黑色水晶戒指,203,物品,,'=1/60,exact_formula,1/60,'=E35,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_033
祖玛雕像,153,36,体力强效神水,910001,物品,,'=1/60,exact_formula,1/60,'=E36,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪神水分母x6,dpv2.direct.m153.v505_0057
祖玛雕像,153,37,攻击神水,910004,物品,,'=1/60,exact_formula,1/60,'=E37,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪神水分母x6,dpv2.direct.m153.v505_0053
祖玛雕像,153,38,灵魂战衣(男),127,物品,,'=1/60,exact_formula,1/60,'=E38,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_021
祖玛雕像,153,40,疾风神水,910003,物品,,'=1/60,exact_formula,1/60,'=E40,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪神水分母x6,dpv2.direct.m153.v505_0056
祖玛雕像,153,41,精神神水,910006,物品,,'=1/60,exact_formula,1/60,'=E41,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪神水分母x6,dpv2.direct.m153.slot_056
祖玛雕像,153,42,蓝翡翠项链,165,物品,,'=1/60,exact_formula,1/60,'=E42,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_026
祖玛雕像,153,43,道德戒指,209,物品,,'=1/60,exact_formula,1/60,'=E43,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_028
祖玛雕像,153,44,重盔甲(男),122,物品,,'=1/60,exact_formula,1/60,'=E44,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_019
祖玛雕像,153,46,金戒指,206,物品,,'=1/60,exact_formula,1/60,'=E46,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_025
祖玛雕像,153,47,金手镯,188,物品,,'=1/60,exact_formula,1/60,'=E47,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_027
祖玛雕像,153,48,魅力戒指,208,物品,,'=1/60,exact_formula,1/60,'=E48,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_029
祖玛雕像,153,49,魔力强效神水,910002,物品,,'=1/60,exact_formula,1/60,'=E49,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪神水分母x6,dpv2.direct.m153.v505_0058
祖玛雕像,153,50,魔力神水,910005,物品,,'=1/60,exact_formula,1/60,'=E50,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪神水分母x6,dpv2.direct.m153.slot_055
祖玛雕像,153,51,魔法长袍(男),124,物品,,'=1/60,exact_formula,1/60,'=E51,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_023
祖玛雕像,153,53,凝霜,98,物品,,'=1/60,exact_formula,1/60,'=E53,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_013
祖玛雕像,153,54,放大镜,166,物品,,'=1/60,exact_formula,1/60,'=E54,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_010
祖玛雕像,153,55,竹笛,167,物品,,'=1/60,exact_formula,1/60,'=E55,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_011
祖玛雕像,153,56,道士头盔,149,物品,,'=1/60,exact_formula,1/60,'=E56,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_012
祖玛雕像,153,57,修罗,97,物品,,'=1/60,exact_formula,1/60,'=E57,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_018
祖玛雕像,153,58,死神手套,187,物品,,'=1/60,exact_formula,1/60,'=E58,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_017
祖玛雕像,153,59,骷髅头盔,150,物品,,'=1/60,exact_formula,1/60,'=E59,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_016
祖玛雕像,153,60,珊瑚戒指,210,物品,,'=1/60,exact_formula,1/60,'=E60,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_014
祖玛雕像,153,61,降妖除魔戒指,211,物品,,'=1/60,exact_formula,1/60,'=E61,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m153.slot_015
祖玛卫士,156,6,金币,,金币,2250,'=1/3,exact_formula,1/3,'=E6,SPB:BYPASS_GOLD,dpv2.direct.m156.slot_001
祖玛卫士,156,7,偃月,95,物品,,'=1/60,exact_formula,1/60,'=E7,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_037
祖玛卫士,156,8,八荒,89,物品,,'=1/60,exact_formula,1/60,'=E8,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_043
祖玛卫士,156,9,凌风,92,物品,,'=1/60,exact_formula,1/60,'=E9,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_046
祖玛卫士,156,10,凤凰明珠,163,物品,,'=1/60,exact_formula,1/60,'=E10,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_050
祖玛卫士,156,11,半月,91,物品,,'=1/60,exact_formula,1/60,'=E11,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_044
祖玛卫士,156,12,坚固手套,182,物品,,'=1/60,exact_formula,1/60,'=E12,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_051
祖玛卫士,156,13,小手镯,175,物品,,'=1/60,exact_formula,1/60,'=E13,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_042
祖玛卫士,156,14,斩马刀,94,物品,,'=1/60,exact_formula,1/60,'=E14,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_036
祖玛卫士,156,15,海魂,90,物品,,'=1/60,exact_formula,1/60,'=E15,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_045
祖玛卫士,156,16,灯笼项链,164,物品,,'=1/60,exact_formula,1/60,'=E16,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_053
祖玛卫士,156,17,珍珠戒指,205,物品,,'=1/60,exact_formula,1/60,'=E17,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_034
祖玛卫士,156,18,琥珀项链,162,物品,,'=1/60,exact_formula,1/60,'=E18,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_049
祖玛卫士,156,19,生铁戒指,201,物品,,'=1/60,exact_formula,1/60,'=E19,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_038
祖玛卫士,156,20,白色虎齿项链,159,物品,,'=1/60,exact_formula,1/60,'=E20,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_039
祖玛卫士,156,21,白金项链,155,物品,,'=1/60,exact_formula,1/60,'=E21,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_040
祖玛卫士,156,22,破魂,93,物品,,'=1/60,exact_formula,1/60,'=E22,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_035
祖玛卫士,156,23,蓝色水晶戒指,202,物品,,'=1/60,exact_formula,1/60,'=E23,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_047
祖玛卫士,156,24,蛇眼戒指,204,物品,,'=1/60,exact_formula,1/60,'=E24,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_033
祖玛卫士,156,25,道士手镯,185,物品,,'=1/60,exact_formula,1/60,'=E25,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_029
祖玛卫士,156,26,降魔,96,物品,,'=1/60,exact_formula,1/60,'=E26,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_031
祖玛卫士,156,27,骷髅戒指,207,物品,,'=1/60,exact_formula,1/60,'=E27,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_041
祖玛卫士,156,28,魔力手镯,186,物品,,'=1/60,exact_formula,1/60,'=E28,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_052
祖玛卫士,156,29,魔法手镯,183,物品,,'=1/60,exact_formula,1/60,'=E29,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.v505_0053
祖玛卫士,156,30,魔鬼项链,161,物品,,'=1/60,exact_formula,1/60,'=E30,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_048
祖玛卫士,156,31,黑檀手镯,184,物品,,'=1/60,exact_formula,1/60,'=E31,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_030
祖玛卫士,156,32,黑色水晶戒指,203,物品,,'=1/60,exact_formula,1/60,'=E32,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_032
祖玛卫士,156,33,超级金创药,920017,物品,,'=1/60,exact_formula,1/60,'=E33,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m156.slot_003
祖玛卫士,156,34,体力强效神水,910001,物品,,'=1/60,exact_formula,1/60,'=E34,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪神水分母x6,dpv2.direct.m156.v505_0059
祖玛卫士,156,35,攻击神水,910004,物品,,'=1/60,exact_formula,1/60,'=E35,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪神水分母x6,dpv2.direct.m156.slot_054
祖玛卫士,156,36,灵魂战衣(男),127,物品,,'=1/60,exact_formula,1/60,'=E36,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_020
祖玛卫士,156,38,疾风神水,910003,物品,,'=1/60,exact_formula,1/60,'=E38,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪神水分母x6,dpv2.direct.m156.v505_0058
祖玛卫士,156,39,精神神水,910006,物品,,'=1/60,exact_formula,1/60,'=E39,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪神水分母x6,dpv2.direct.m156.slot_056
祖玛卫士,156,40,蓝翡翠项链,165,物品,,'=1/60,exact_formula,1/60,'=E40,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_025
祖玛卫士,156,41,道德戒指,209,物品,,'=1/60,exact_formula,1/60,'=E41,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_027
祖玛卫士,156,42,重盔甲(男),122,物品,,'=1/60,exact_formula,1/60,'=E42,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_018
祖玛卫士,156,44,金戒指,206,物品,,'=1/60,exact_formula,1/60,'=E44,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_024
祖玛卫士,156,45,金手镯,188,物品,,'=1/60,exact_formula,1/60,'=E45,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_026
祖玛卫士,156,46,魅力戒指,208,物品,,'=1/60,exact_formula,1/60,'=E46,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_028
祖玛卫士,156,47,魔力强效神水,910002,物品,,'=1/60,exact_formula,1/60,'=E47,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪神水分母x6,dpv2.direct.m156.v505_0060
祖玛卫士,156,48,魔力神水,910005,物品,,'=1/60,exact_formula,1/60,'=E48,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪神水分母x6,dpv2.direct.m156.slot_055
祖玛卫士,156,49,魔法长袍(男),124,物品,,'=1/60,exact_formula,1/60,'=E49,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_022
祖玛卫士,156,51,太阳水 ×4,920014,物品,,'=1/60,exact_formula,1/60,'=E51,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m156.slot_005 等4个独立槽
祖玛卫士,156,52,超级魔法药,920042,物品,,'=1/60,exact_formula,1/60,'=E52,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m156.slot_004
祖玛卫士,156,53,凝霜,98,物品,,'=1/60,exact_formula,1/60,'=E53,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_012
祖玛卫士,156,54,放大镜,166,物品,,'=1/60,exact_formula,1/60,'=E54,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_009
祖玛卫士,156,55,竹笛,167,物品,,'=1/60,exact_formula,1/60,'=E55,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_010
祖玛卫士,156,56,道士头盔,149,物品,,'=1/60,exact_formula,1/60,'=E56,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_011
祖玛卫士,156,57,修罗,97,物品,,'=1/60,exact_formula,1/60,'=E57,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_017
祖玛卫士,156,58,死神手套,187,物品,,'=1/60,exact_formula,1/60,'=E58,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_016
祖玛卫士,156,59,骷髅头盔,150,物品,,'=1/60,exact_formula,1/60,'=E59,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_015
祖玛卫士,156,60,珊瑚戒指,210,物品,,'=1/60,exact_formula,1/60,'=E60,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_013
祖玛卫士,156,61,降妖除魔戒指,211,物品,,'=1/60,exact_formula,1/60,'=E61,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m156.slot_014
祖玛卫士,156,62,金币,,金币,2500,'=1/500,exact_formula,1/500,'=E62,SPB:BYPASS_GOLD,dpv2.direct.m156.v505_0002
月魔蜘蛛,168,6,太阳水,920014,物品,,'=1/3,exact_formula,1/3,'=E6,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m168.slot_003
月魔蜘蛛,168,7,超级金创药,920017,物品,,'=1/3,exact_formula,1/3,'=E7,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m168.slot_004
月魔蜘蛛,168,8,超级魔法药,920042,物品,,'=1/3,exact_formula,1/3,'=E8,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m168.slot_005
月魔蜘蛛,168,9,金币,,金币,2500,'=1/3,exact_formula,1/3,'=E9,SPB:BYPASS_GOLD,dpv2.direct.m168.slot_001
月魔蜘蛛,168,10,金币,,金币,2250,'=1/3,exact_formula,1/3,'=E10,SPB:BYPASS_GOLD,dpv2.direct.m168.slot_002
月魔蜘蛛,168,11,疗伤药,910007,物品,,'=1/15,exact_formula,1/15,'=E11,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m168.slot_006
月魔蜘蛛,168,12,八荒,89,物品,,'=1/60,exact_formula,1/60,'=E12,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_042
月魔蜘蛛,168,13,凌风,92,物品,,'=1/60,exact_formula,1/60,'=E13,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_045
月魔蜘蛛,168,14,凤凰明珠,163,物品,,'=1/60,exact_formula,1/60,'=E14,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_049
月魔蜘蛛,168,15,半月,91,物品,,'=1/60,exact_formula,1/60,'=E15,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_043
月魔蜘蛛,168,16,坚固手套,182,物品,,'=1/60,exact_formula,1/60,'=E16,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_050
月魔蜘蛛,168,17,海魂,90,物品,,'=1/60,exact_formula,1/60,'=E17,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_044
月魔蜘蛛,168,18,灯笼项链,164,物品,,'=1/60,exact_formula,1/60,'=E18,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_052
月魔蜘蛛,168,19,琥珀项链,162,物品,,'=1/60,exact_formula,1/60,'=E19,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_048
月魔蜘蛛,168,20,蓝色水晶戒指,202,物品,,'=1/60,exact_formula,1/60,'=E20,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_046
月魔蜘蛛,168,21,魔法手镯,183,物品,,'=1/60,exact_formula,1/60,'=E21,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.v505_0051
月魔蜘蛛,168,22,魔鬼项链,161,物品,,'=1/60,exact_formula,1/60,'=E22,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_047
月魔蜘蛛,168,23,偃月,95,物品,,'=1/60,exact_formula,1/60,'=E23,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_036
月魔蜘蛛,168,24,小手镯,175,物品,,'=1/60,exact_formula,1/60,'=E24,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_041
月魔蜘蛛,168,25,斩马刀,94,物品,,'=1/60,exact_formula,1/60,'=E25,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_035
月魔蜘蛛,168,26,珍珠戒指,205,物品,,'=1/60,exact_formula,1/60,'=E26,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_033
月魔蜘蛛,168,27,生铁戒指,201,物品,,'=1/60,exact_formula,1/60,'=E27,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_037
月魔蜘蛛,168,28,白色虎齿项链,159,物品,,'=1/60,exact_formula,1/60,'=E28,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_038
月魔蜘蛛,168,29,白金项链,155,物品,,'=1/60,exact_formula,1/60,'=E29,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_039
月魔蜘蛛,168,30,破魂,93,物品,,'=1/60,exact_formula,1/60,'=E30,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_034
月魔蜘蛛,168,31,蛇眼戒指,204,物品,,'=1/60,exact_formula,1/60,'=E31,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_032
月魔蜘蛛,168,32,道士手镯,185,物品,,'=1/60,exact_formula,1/60,'=E32,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_028
月魔蜘蛛,168,33,降魔,96,物品,,'=1/60,exact_formula,1/60,'=E33,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_030
月魔蜘蛛,168,34,骷髅戒指,207,物品,,'=1/60,exact_formula,1/60,'=E34,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_040
月魔蜘蛛,168,35,魔力手镯,186,物品,,'=1/60,exact_formula,1/60,'=E35,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_051
月魔蜘蛛,168,36,黑檀手镯,184,物品,,'=1/60,exact_formula,1/60,'=E36,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m168.slot_029
